Tweet,polarity,subjectivity,Sentiment
Give NATO 2 hours after the attack on their borders and they’ll express concern.Give them a day and they will say t… https://t.co/Ttlpbf6Hbo,0.0,0.0,Negative
"RT @UAWeapons: #Ukraine: Another rare Russian BMP-1AM ""Basurmanin"" modernized IFV (With a little damage...) was captured by the Ukrainian a…",0.0375,0.466666667,Negative
Keep blaming trump for why the GOP doesn’t win elections when they’ve spent the last 2 years virtue signaling Ukrai… https://t.co/o56XUYzfEq,0.233333333,0.188888889,Negative
@UPR_Asselineau la seule possibilité c'est l'Ukraine qui a tiré pour embarquer l'Otan! Le seul à avoir réagi pour a… https://t.co/UMJwNapdU5,0.0,0.0,Negative
RT @MoeedNj: Turkey leverages its geo-strategic location &amp; plays on all side. Govt blames US for Istanbul attacks but facilitates meetings…,0.0,0.0,Negative
"RT @TobiAyodele: 🇺🇸🇺🇦FOX News : ""Democrats send money to Ukraine, Ukraine sends money to FTX , FTX sends money to the Democrats' campaign,…",0.0,0.0,Negative
RT @birrion: Turns out the missile was from Ukraine. Yet Russia was blamed immediately by the capitalist press. Just another day pushing fo…,0.0,0.0,Negative
"RT @PhillipsPOBrien: Both Austin and Milley believe that winter might lead to a slowdown in operations, however the conditions could favor…",0.0,0.0,Negative
"@venu3_79 🌷
#مهسا_امینی 
#تسخیر_مقرهای_سرکوب 
#اعتصابات_سراسری",0.0,0.0,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0.0,0.0,Negative
RT @SpencerGuard: I stand by the best response to the explosion in Poland caused by Russia’s illegal war in Ukraine (executed by daily Russ…,0.166666667,0.266666667,Negative
"RT @UAWeapons: #Ukraine: Another rare Russian BMP-1AM ""Basurmanin"" modernized IFV (With a little damage...) was captured by the Ukrainian a…",0.0375,0.466666667,Negative
@mfa_russia @RusEmbSwe @antonioguterres @RussiaUN @RusMission_EU @mission_russian @RusEmbUSA @RusBotschaft… https://t.co/mPzPS7IeJT,0.0,0.0,Negative
RT @MayraFlores2022: Not a penny more should be sent to Ukraine until a full detailed investigation and audit is done.,0.416666667,0.6,Negative
@Lars654678961 @Nigeriansandals @avischarf I agree 100%. I just wish they would support Ukraine more and russia les… https://t.co/anjKmjNmdY,0.5,0.5,Negative
"RT @MoniquePlaza3: La photo de l'épave tombée en Pologne correspondrait à un missile anti-aérien du système de défense aérienne S-300, que…",0.0,0.0,Negative
"RT @mhmck: Ukraine and Poland understand the Russian Federation is a terrorist state and nothing more.

Tragically, decision-makers in the…",0.25,0.25,Negative
"RT @AnnwieAnna: #Sweden announces its largest support package to #Ukraine so far.Includes air defence system (unspecified),ammo for a secon…",0.0,0.0,Negative
RT @DarthPutinKGB: Russia has nothing to do with the Russian missiles fired from Russia that Ukraine shot down.,-0.077777778,0.144444444,Positive
@EmmanuelMacron L’Ukraine qui lance un missile sur la Pologne… vous condamnez aussi ? Ou ça passe ?,0.0,0.0,Negative
"@mikepompeo You people are so dysfunctional!
👇
""Not a penny more should be sent to Ukraine until a full detailed in… https://t.co/NYJI1bt2NT",0.416666667,0.6,Negative
@DonaldJTrumpJr Russia did not start this war. Ukraine started this war because they tried to genocide the Russian… https://t.co/xLCBKNYPxv,0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @ChristopherJM: Responding to Zelensky’s remarks tonight, a NATO country diplomat told me: “This is getting ridiculous. The Ukrainians a…",-0.333333333,1.0,Positive
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @ASavageNation: is it possible Ukraine fired missiles  into Poland to drag NATO/US into war with Russia?,-0.05,0.535416667,Positive
"RT @BenoitBoullay: Quand on pense que Macron a donné 1/3 de notre artillerie à l'Ukraine, c'est quand même d'une incroyable légèreté à la l…",0.0,0.0,Negative
,,,
"RT @desap07: @YvesPDB @EmmanuelMacron ""Rétablissement du contrôle total de la frontière d’État par le gouvernement de l’Ukraine dans l’ense…",0.0,0.75,Negative
RT @SamRamani2: BREAKING: U.S. President Joe Biden reportedly requests an additional $37.7 billion to support Ukraine,0.0,0.0,Negative
"RT @iamohitverma786: Situation right now 🤣
#WWIII #NATO #Russia #Ukraine #Poland #Germany https://t.co/GuhIvMxLyK",0.285714286,0.535714286,Negative
"RT @LoetitiaH: Chronique de l'agression non déclarée de l'Ukraine contre l'OTAN.

1/  2 mars - Un système ukrainien S-300 SAM détruit un av…",0.0,0.0,Negative
“GUR Intercept Call – “Everything is Ukraine” (englische Übersetzung) ” | U.G.C.* https://t.co/176LJjpjEd,0.0,0.0,Negative
RT @rising_serpent: Biden-FTX-Ukraine is everything they claimed Trump was doing with Russia and then investigated him for five straight ye…,0.2,0.4,Negative
RT @TWilsonOttawa: Awkward … it was Ukraine.,-0.6,1.0,Positive
"@ianbremmer @DavidSacks I love they way everyone is writing off the Russian military.   You may be right, but if yo… https://t.co/kEYVKMgeFj",0.171428571,0.308928571,Negative
"RT @ddemetrelibdems: Ed Dowd, ""Everything you see. Everything that happens is due to central banks and politicians. This is the fault of th…",-0.0625,0.3125,Positive
Ukraine Claims Army Sniper Logged Second Longest Kill Shot https://t.co/wK8Hi0hKHu via @DailyCaller,0.0,0.0,Negative
RT @michaeldweiss: Predicting the trajectory and pacing of this war has not been America's strong suit. Providing security assistance to le…,0.433333333,0.733333333,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
RT @Biz_Ukraine_Mag: Finnish PM Sanna Marin and Estonian PM Kaja Kallas have pledged ever-deeper cooperation as Finland prepares to join NA…,0.0,0.0,Negative
@wallstmemes @dougboneparth It's not funny because XTF was an elaborate Ponzi scheme run by 20-somethings in the Ba… https://t.co/EF31Udue2Z,0.1875,1.0,Negative
@PhillipsPOBrien What can Taiwan learn from the Ukraine war to improve its defenses ?,0.0,0.0,Negative
RT @StephenM: Does Senate GOP leadership have a rebuttal to the top Dem detailing plans to replace higher-paid US workers w/lower-paid ille…,0.5,0.5,Negative
"RT @jakeshieldsajj: Ukraine shot missiles into Poland and tried blaming it on Russia 

Missiles supplied by our tax dollars",0.0,0.0,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0.0,0.0,Negative
"RT @valllldo: мелявтан, россиянь агрессиязо эзь прядово

кода эряви лездамс Украинанень течи🔻
how to help Ukraine today🔻 https://t.co/PeVgm…",0.0,0.0,Negative
,,,
"RT @ianbremmer: ultimately, negotiations have no chance of succeeding unless nato alliance stays together and ukraine is in a strong milita…",0.216666667,0.866666667,Negative
"@KolenkeW @PoppSkel @BRDimEndstadium 🤔

Entweder es geht auf dem gegenwärtigen Niveau noch 'ewig' mit dem Krieg in… https://t.co/8UHEBkhFdh",0.0,0.0,Negative
RT @ReutersUS: Fears of war spillover ease after NATO says missile on Poland was Ukrainian stray https://t.co/kgaJTJADa0 https://t.co/p93r0…,0.0,0.0,Negative
"@ZelenskyyUa No, Crimea will not return to Ukraine until the ""occupied"" residents themselves and the head do not want it.",0.0,0.0,Negative
"RT @vtchakarova: German Chancellor Scholz: It doesn't matter to Germany whose missile fell in Poland, in any case it is Russia's fault beca…",0.0,0.0,Negative
"RT @USAmbUN: The illegal ""referenda"" that Russia held in Ukraine and the purported annexations of Ukrainian territory by force are a violat…",-0.5,0.5,Positive
@Gannet_Fairey @RoINTEL The way every party involved is either silent or ready to run with the same story in 5 minu… https://t.co/SCeuHTqq7z,0.066666667,0.241666667,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
"UPDATE:  A missile killed 2 Polish citizens.  Some thought #Russia did it, which would've been serious escalation g… https://t.co/n9Eqj3VYmX",-0.266666667,0.333333333,Positive
"@Number10cat Biden defending Russia saying long way from Poland, but then he thought Ukraine was in Iran,why has th… https://t.co/c0FhuthOJH",-0.05,0.4,Positive
RT @ASavageNation: is it possible Ukraine fired missiles  into Poland to drag NATO/US into war with Russia?,-0.05,0.535416667,Positive
"RT @PrisonPlanet: They blamed a potentially world war escalating missile attack on Russia, when Ukraine fired the missile, and we're all ju…",0.0,1.0,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0.0,0.0,Negative
"RT @Dominiquetaegon: This is BIG. 

Polish PM has just come out and said the missiles were most likely to have come from Ukrainian air defe…",0.166666667,0.533333333,Negative
"RT @Dominiquetaegon: This is BIG. 

Polish PM has just come out and said the missiles were most likely to have come from Ukrainian air defe…",0.166666667,0.533333333,Negative
"@RWApodcast Jasne, wpadki. Rosji przytrafiła się wpadka z napaścią na Ukrainę !",0.0,0.0,Negative
RT @DeFabron: Et donc ? L’Ukraine va rentrer en guerre contre la Pologne ? https://t.co/wWzCkW4YtG,0.0,0.0,Negative
RT @Flash_news_ua: The General Staff of the Armed Forces of Ukraine has recorded a video message to Russian soldiers urging them not to joi…,0.025,0.25,Negative
RT @MayraFlores2022: Not a penny more should be sent to Ukraine until a full detailed investigation and audit is done.,0.416666667,0.6,Negative
@Yellowfl1Damion Why did you said that don't you want that country Ukraine to be process??,0.0,0.0,Negative
"RT @L_ThinkTank: [ 🇷🇺 RUSSIE | 🇺🇦 UKRAINE ]

🔸 La Hongrie qualifie les propos du Président ukrainien Zelensky « d'irresponsables » car « il…",-0.75,1.0,Positive
"RT @_InThisTogether: Is it ""just a coincidence that both the pseudopandemic and the war in Ukraine.. precisely facilitate the transition to…",0.4,0.8,Negative
"RT @ECK_CJ: Um es mal festzuhalten:
Die einzige Quelle,  die zu den #Raketen in #Polen von Anfang an richtige Aussagen gemacht hat,  war di…",0.0,0.0,Negative
"RT @AZgeopolitics: 🇵🇱🇺🇦🚀Responding to Zelensky’s remarks tonight about the denial,a NATO country diplomat told me: “This is getting ridicul…",0.0,0.0,Negative
RT @KimDotcom: Ukraine executed the false flag attack on Poland so poorly that there was no chance to blame Russia without losing all credi…,-0.4,0.6,Positive
"RT @watergate1974: @wartranslated They rely on WW2  leftovers  for Gear.
They took centuries old Artworks from Ukraine to show them in the…",0.1,0.2,Negative
"RT @Billbrowder: ""Putin's brain"", Alexander Dugin, calls for Russian leader to be killed for his failures in Ukraine. The Russians can acce…",-0.1,0.0,Positive
@MagicalXavi @POTUS have at it buddy....sign up here leave the rest of us out.  https://t.co/AcfbT2tgq2,0.0,0.0,Negative
@Faytuks What do you expect from the corrupt government of Ukraine.,-0.5,1.0,Positive
@Madheretic @mutantcrawfish @MarkAmesExiled telling Ukraine that we will support them does not make the US responsi… https://t.co/LRR2uTZ9zV,0.0,0.0,Negative
"RT @bernard_gitton: Vous avez payé pour les vaccins, vous avez payé pour l’Ukraine , vous allez payer pour le gaz , l’électricité et le  pé…",0.0,0.0,Negative
"RT @SecGranholm: The devastation of war is heartless. Families torn apart, lives destroyed, homes demolished.

The U.S. + @ENERGY stand in…",0.0,0.0,Negative
RT @nwl88444048: Did Ukraine not quickly realise one of its very expensive guided missiles with a relatively short range had gone astray an…,-0.272222222,0.57,Positive
RT @visegrad24: The French Foreign Legion has decided that it will allow its Ukrainian soldiers to return to Ukraine with their full combat…,0.075,0.225,Negative
RT @BillFromIraq: So Joe gave money to Ukraine. That's Fact. Ukraine invested lots of that money in FTX. That's a Fact. The owner of FTX wa…,0.0,0.0,Negative
"RT @FatEmperor: Excellent investigative work by The Irish Git, this time on #FTX and #Ukraine scenarios 😃 https://t.co/eQ5qIbHqfI",0.5,0.5,Negative
"RT @SCMPNews: Russian forces fired nearly 100 missiles at targets across Ukraine, damaging energy infrastructure and plunging many areas in…",0.2,0.3,Negative
"@SecBlinken @RauZbigniew SOLVED:

Missiles in Poland = Ukraine is using it as a distraction bc of FTX, Dems and them all in bed together",0.0,0.0,Negative
RT @SecBlinken: Spoke with Ukrainian Foreign Minister @DmytroKuleba today after Russia’s missile storm took out more critical energy infras…,0.125,0.475,Negative
"RT @JCondamine: Il existe également la possibilité que, voyant les USA négocier dans son dos avec la Russie, l’Ukraine ait elle-même tiré c…",0.0,0.0,Negative
NDP continues to sacrifice Ukraine to U.S / NATO war. They will also support confrontation with China. @NDP… https://t.co/VsGJUo1b28,0.0,0.0,Negative
"RT @admirim: NEW

Serbia is the only UN member in Europe that didn't vote in favor of the UNGA resolution that condemns Russia for the atro…",0.068181818,0.727272727,Negative
"RT @oryxspioenkop: Russia acquired these vehicles from the secondhand car market, and did not capture them from Ukraine. https://t.co/bagJE…",-0.1,0.3,Positive
"RT @Oilfield_Rando: Lemme get this straight. 

Ukraine kills a couple Poles with an anti aircraft missile, Biden says we need to give them…",0.2,0.4,Negative
RT @wjhenn: JUST NOW: CJCS GEN Milley accuses Russia of war crimes for deliberately targeting Ukraine's energy plants yesterday with missil…,0.0,0.0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
#Ukraine presses on. https://t.co/J0dpNVWtiA https://t.co/WbweOuSVPT,0.0,0.0,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0.0,0.0,Negative
"RT @McFaul: The longer Putin continues his invasion of Ukraine, the more likely that more tragedies like that in Poland today will happen.…",0.333333333,0.666666667,Negative
RT @WUTangKids: Banksy has confirmed 7 amazing murals to be his work throughout Ukraine https://t.co/X5ABd54nbc https://t.co/EiuZWQrkmr,0.5,0.95,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0.0,0.0,Negative
RT @michaeldweiss: Predicting the trajectory and pacing of this war has not been America's strong suit. Providing security assistance to le…,0.433333333,0.733333333,Negative
"RT @Arslon_Xudosi: #Ukraine: Hundreds of 120mm mortar shells left behind by Russian forces, likely in Kherson oblast. https://t.co/pcgbb8Oo…",-0.1,0.425,Positive
@JackPosobiec So you’re calling for Poland to attack Ukraine?,0.0,0.0,Negative
@ianbremmer @DavidSacks You &amp; many others threw stones at Elon when he tweeted his idea for peace. Elon didn't twee… https://t.co/XwP71R5Tsf,0.5,0.5,Negative
"Content analysis:
This article scores 64/100. The complete report can be viewed here: https://t.co/QPaUuXVz5O
(I'm… https://t.co/oTkE4wFWjz",0.1,0.4,Negative
"RT @L_ThinkTank: [ 🇷🇺 RUSSIE | 🇺🇦 UKRAINE ]

🔸 La Hongrie qualifie les propos du Président ukrainien Zelensky « d'irresponsables » car « il…",-0.75,1.0,Positive
"@suizidhaze @NanuNana2022 @welt Erst waren es die Russen laut der Ukraine und dann  ein Unfall laut Ukraine, als ha… https://t.co/GS2RP5yzUz",0.0,0.0,Negative
"RT @pravda_eng: NATO's top priority right now is more air defence systems for Ukraine, said Alliance Secretary General Stoltenberg",0.333928571,0.508928571,Negative
No point in wasting time because everyone knows that #RussiaIsATerroristState...#Ukraine is defending itself.. https://t.co/vPX7xwYXUH,0.0,0.0,Negative
"RT @ShuForCongress: Let me see if I understand this correctly:

Biden sends our tax money to Ukraine, Ukraine ""invests"" in FTX, FTX spends…",0.0,0.0,Negative
@thesiriusreport Let's see...what whose missle was Ukraine shooting down ???? Oh yeah one of over 70 just shot at U… https://t.co/wX3UCfcD3v,-0.155555556,0.288888889,Positive
"RT @YourmediaAgency: #ukraine #Cherson #Kherson Z aus Kiew verweist westliche Journalisten des Landes, die nicht seinen Weisungen folgen. S…",0.0,0.0,Negative
"RT @travelerFJ: @JackPosobiec @AP Oh! Ukraine fired the missiles?! 
I guess we need to send them another gazillion dollars in aid.",0.0,0.0,Negative
"RT @itsEritrea: When the West found out that it was Ukraine that threw missiles at Poland, they are saying it was an accident, not a planne…",0.0,0.0,Negative
Straight Calls 6 - Ukraine capitulation is on the horizon https://t.co/40CTmjFi2J via @YouTube,0.2,0.4,Negative
"RT @SevimDagdelen: Sind jetzt die #USA , die von einer ukranischen #Rakete in #Polen spricht, für die #Ukraine auch schon Teil einer von #R…",0.0,0.0,Negative
"@pajoephilly Just my personal view, but I think Ukraine keeps trying to draw other countries into their war rather than have peace",-0.0625,0.3375,Positive
Pentagon says U.S. will support Ukraine 'for as long as it takes' https://t.co/YjspsVr3Cq https://t.co/SJnesUuhEp,-0.05,0.4,Positive
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"RT @Macky_Sall: Je remercie le Président @EmmanuelMacron pour les consultations qu’il a initiées les 14 et 15 novembre, en marge du Sommet…",0.0,0.0,Negative
@financialjuice Fk Ukraine,0.0,0.0,Negative
"RT @ZespolBrauna: Niezależnie od tego, czy w Przewodowie spadła rosyjska rakieta, czy też ukraińska, wystrzelona, by zestrzelić rosyjską, t…",0.0,0.0,Negative
RT @KimDotcom: Ukraine executed the false flag attack on Poland so poorly that there was no chance to blame Russia without losing all credi…,-0.4,0.6,Positive
"RT @DietmarPichler1: Isn't it sad to see how ""normal"" Russian missile strikes on Ukraine became, like if Ukrainians are only ""second class…",-0.07,0.53,Positive
The blast that killed two people in Poland near its eastern border put Ukraine’s air defenses under the spotlight https://t.co/SIxZhXWi3o,-0.05,0.2,Positive
"RT @SarahAshtonLV: 100% 

💯

ONE HUNDRED PERCENT

That's the NASAM success rate in Ukraine.",0.3,0.0,Negative
@kboycott3 @BillyM2k Do we invade Ukraine now because they launched it ?,0.0,0.0,Negative
"RT @jeremycorbyn: I condemn the Russian invasion, the war against Ukraine and the illegal occupation. 

Today, I asked the Foreign Secretar…",-0.208333333,0.208333333,Positive
RT @OK_Dumbass: @mfa_russia @WhiteHouse @RusEmbUSA @USAmbUN @Dpol_un @RussiaUN @natomission_ru @USEmbRu @USEmbRuPress @StateDept Cry harder…,0.0,0.0,Negative
🔴LIVE: MISSILE ON POLAND WAS FROM UKRAINE! No Article 5! World War 3 AVO... https://t.co/fHHoBYhUvJ via @YouTube,0.0,0.0,Negative
RT @News3LV: What started as a local Ukrainian child's request to make friends has now turned into a valley-wide event that aims to bring t…,0.0,0.0,Negative
"RT @GFilza: The conscience of
the WORLD is ""Ukrainian"" not
""Palestinian""'!  Does anyone care!
#Palestine #FreePalestine #öj
#Gaza
#Genocide…",0.0,0.0,Negative
RT @ukrainiansquad: All Ukranians together for Ukraine❤️ https://t.co/zwHMgFKUCR,0.0,0.0,Negative
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @begonieve: ""Si la guerre en Ukraine est perdue par l'OTAN c'est tout le Nouvel Ordre mondial qui est en péril. Sans l'Ukraine le projet…",0.0,0.0,Negative
@GOPLeader @SteveScalise @HouseGOP @RepStefanik @RepTomEmmer @RepBice @RepMikeJohnson @USRepGaryPalmer In other wor… https://t.co/gkqTKpLXyu,-0.125,0.375,Positive
"RT @DefenceU: This is everyday life in Ukraine... and we are getting used to it. 
📷Dmytro Komarov https://t.co/x9ylGpXVFo",-0.2,0.6,Positive
@squatsons @ukraine_map They lost a Su-57. The wreckage is probably hidden in the same place as the wreckage of tha… https://t.co/wboACLU5GV,-0.083333333,0.229166667,Positive
"RT @RepGosar: I will vote NO to any additional funding to Ukraine.

Enough is enough, I will not stand for this corrupt money laundering op…",-0.166666667,0.666666667,Positive
@gina_ault @POTUS Let's fact check the guy whose son died of brain cancer in a Boston hospital and who claims he wa… https://t.co/TYjTJFCixE,0.0,0.0,Negative
"@inversefox @jacksonhinklle Nato in Ukraine?
Welcome!",1.0,0.9,Negative
"RT @MaajidNawaz: We TRIED to WARN you
و ما علينا الا البلاغ المبين

March 2022 with @Timcast:

“Azov NAZI Battalions are officially part of…",0.0,0.0,Negative
"RT @TheKeeper46: 💵💶💰#Blanchiement d'argent : Le PDG de #FTX, Sam Bankman-Fried, admet que FTX était une laverie cryptographique pour le gou…",0.0,0.0,Negative
"RT @Burzi92471427: Die Ukraine hat doch Polen, vorsätzlich oder nicht, angegriffen! Also Nato Land! Heißt das nicht, dass die Ukraine jetzt…",0.0,0.0,Negative
"RT @ArsenalBuzzCom: 🗣️| Oleksiy Alyokhin, Mudryk’s agent: 

“Mudryk is a young and very ambitious guy. It can be seen with the naked eye th…",0.141666667,0.591666667,Negative
Pentagon says U.S. will support Ukraine 'for as long as it takes' https://t.co/YjspsVr3Cq https://t.co/SJnesUuhEp,-0.05,0.4,Positive
"RT @Bitboy_Crypto: Anyone else confused as to why SBF has not been arrested yet?

Let’s look at why:
 
-@GaryGensler worked for his gf’s da…",-0.4,0.7,Positive
,,,
"RT @PhillipsPOBrien: Milley, Ukraine will continue to take the fight to Russia. Needs a more powerful, integrated anti-air defense system t…",0.4,0.75,Negative
"RT @RepMontague: If Biden gets his latest request approved by Congress, we will have officially sent $120 billion to Ukraine.

Can you imag…",0.5,0.9,Negative
"RT @TheAtlantic: ""The real cause of [yesterday's missile] explosion and the deaths of two people is the Russian invasion of Ukraine, an inv…",0.1,0.15,Negative
"@Bundeskanzler @EmmanuelMacron @JustinTrudeau Arm Ukraine, then!",0.0,0.0,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"RT @regsecadvisory: #Ukraine supplied white phosphorus ammunition to #Azerbaijan, which was used during the hostilities over #Nagorno-#Kara…",0.0,0.0,Negative
"If NATO is so sure it wasn’t a Russian missile, why not let Ukraine see the site? Why not exchange evidence?

Should have been step one.",0.25,0.444444444,Negative
@EwaMika7 @nexta_tv Fascist Poland continuously attacks and smears Germany for not doing enough to support Ukraine!… https://t.co/PZxTgcBbPo,0.0,0.5,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"@NielsonTracie @PulseWolf_ @GraisRyan @freebird_413 @Sole_Man96 @ewarren Charlottesville, his tone with reporters,… https://t.co/gZlIiI5wjG",0.0,0.0,Negative
RT @The_Real_Fly: FINNISH FM SAYS NATO WILL CONSIDER “CLOSING UKRAINIAN AIRSPACE” AFTER THE POLISH INCIDENT IN WHICH UKRAINE FIRED A MISSIL…,0.0,0.0,Negative
@its_the_Dr @RelocationBoss Yeah - okay …where is the logic to thinking Ukraine would bomb Poland when so many of t… https://t.co/B6CGCsw04t,0.5,0.5,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0.0,0.0,Negative
@RepMTG Why don’t you go to Ukraine and count it yourself.,0.0,0.0,Negative
"The Independent: ‘We will survive,’ says Zelensky despite huge power cuts after Russia fires 100 missiles on Ukrain… https://t.co/MkTJKEwssv",0.2,0.5125,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
https://t.co/UVELxNdgKp,0.0,0.0,Negative
"RT @L_ThinkTank: [ 🇷🇺 RUSSIE | 🇺🇦 UKRAINE ]

🔸  Selon le chef d'État-Major des armées des États-Unis, Mark A. Milley, la probabilité que l'…",-0.75,1.0,Positive
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"21+ (seriously)😱

An Orc played dead, did not save him, to the contrary.🔥🔥🔥🔥

#Dronehunting 
#drone 
#SlavaUkraini… https://t.co/eQEZggXemY",-0.2,0.4,Positive
"RT @Bitboy_Crypto: Anyone else confused as to why SBF has not been arrested yet?

Let’s look at why:
 
-@GaryGensler worked for his gf’s da…",-0.4,0.7,Positive
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
"Joint Chiefs Chairman Milley: Probability Of Either Ukraine Or Russia Winning The War Anytime Soon Is ""Not High""  https://t.co/MbxtcIyQXp",0.21,0.645,Negative
"@Anonymous9775 die ukraine hat Polen angegriffen, es gab 2 Tote. Die Nato sollte sofort in der ukraine einmarschier… https://t.co/XtuJBU9ATK",0.0,0.0,Negative
"RT @sophielouisecc: If tax rises are bought in tomorrow's statement. 

We must protest them greatly.

It is preposterous that a government…",0.8,0.75,Negative
RT @VoxEthicabr: @I_Katchanovski Welcome to Free World's Small Comedian Nazi-Zionist Zelensky's Ukraine!,0.295833333,0.7,Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
@GuntherEagleman Meanwhile @POTUS Biden is requesting congress $33 Billion dollars for #Ukraine even though the… https://t.co/vFhNo0onNi,0.0,0.0,Negative
@Samysyan @riesen_Bohne @NawaSilvia @Bundeskanzler @NATO Das mag sein. Das gibt aber Russland kein Recht auf einen… https://t.co/LvsxcmGaMr,0.0,0.0,Negative
"RT @bennyjohnson: So incredibly irresponsible. 

https://t.co/PT0K6wUB7s",0.9,0.9,Negative
Council announce increased support for Homes for Ukraine programme. Read more https://t.co/2vNCif0o0i #localnews… https://t.co/xvDOrGuBLs,0.5,0.5,Negative
"RT @Maks_NAFO_FELLA: The winter war is beneficial to Ukrainians, - US Defense Minister Lloyd Austin.

 ""We provided Ukraine with a huge amo…",0.4,0.9,Negative
RT @Liveuamap: IAEA: Yesterday Ukraine's Khmelnytskyy Nuclear Power Plant (KhNPP) lost all access to the electricity grid for more than 9 h…,0.5,0.5,Negative
@1776TunTavern @CyrusTrav08 @Reuters Ukraine uses it still while Russia has S400 and S500,0.0,0.0,Negative
RT @TrumpIsBack7: I find it odd that people like Putin a communist leader of a country who hates us and would kill us all or all of us kill…,-0.166666667,0.25,Positive
RT @aymarre_jean: @EmmanuelMacron Si vous aviez fait respecter les accords de Minsk qui honoraient le droit international pour une Ukraine…,0.0,0.0,Negative
"RT @Bubblebathgirl: Zelensky just got caught lying about the missile that killed innocent citizens in Poland.

It didn’t come from Russia l…",0.15,0.35,Negative
"Russians, and people in the west are under heavy propagandization / misinformation about what is going in Ukraine.",-0.2,0.5,Positive
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0.0,0.0,Negative
"RT @trapperjohn37: So if I understand it right we sent money to Ukraine, then Ukraine invests money in a crypto scam that then spends 40 mi…",0.285714286,0.535714286,Negative
RT @wjhenn: GEN Milley goes on to describe how Russia is currently on the run &amp; thus gives Ukraine an opening to seize upon for possible su…,0.0,0.7,Negative
,,,
@ElPolacodespl @Tancred1098 @butts_4_jesus @CDarwin3270 @ChristopherJM Is Ukraine the only operator of 5v55? Is the… https://t.co/YTsKq1KdX3,0.0,1.0,Negative
"RT @grlicradman: Insightful exchange with Chairman of the @Althingi Foreign Affairs Committee Bjarni Jónsson and other Committee members.
W…",-0.125,0.25,Positive
"RT @NeilPHauer: Russia earlier this very week: ""we will not consider withdrawing from occupied Ukrainian territory."" 

How does anyone thin…",0.1,0.4,Negative
